Depth	Gamma								
479	46.7								
479.1	44.4								
479.1	40.6								
479.1	37.6								
479.2	35.3								
479.3	39.1								
479.3	41.3								
479.4	41.3								
479.4	41.3								
479.6	41.3								
479.7	40.6								
479.8	39.8								
480	38.3								
480.2	36.8								
480.4	35.3								
480.5	35.3								
480.6	33.8								
480.7	33.8								
480.8	36								
480.9	37.6								
481	39.8								
481	39.8								
481.1	39.8								
481.3	37.6								
481.3	34.5								
481.6	33.8								
481.8	34.5								
481.9	36								
482	38.3								
482.1	41.3								
482.1	42.1								
482.3	45.1								
482.5	48.2								
482.6	49.7								
482.6	50.4								
482.6	50.4								
482.8	48.9								
482.9	46.7								
482.9	42.9								
483	41.3								
483.2	40.6								
483.5	44.4								
483.5	48.9								
483.5	48.9								
483.6	52.7								
483.6	55.8								
483.8	59.5								
483.9	60.3								
484.1	63.3								
484.3	65.6								
484.3	65.6								
484.4	62.6								
484.6	61.1								
484.8	64.9								
484.8	65.6								
484.9	65.6								
485	64.9								
485.1	67.9								
485.1	68.6								
485.1	70.9								
485.3	73.2								
485.4	73.2								
485.4	73.2								
485.6	72.4								
485.8	74.7								
485.9	77.7								
485.9	80.8								
485.9	85.3								
486.1	93.7								
486.1	97.5								
486.2	99.7								
486.2	105.8								
486.3	111.1								
486.4	116.4								
486.5	121.7								
486.5	123.2								
486.6	124.8								
486.6	121								
486.6	120.2								
486.8	115.7								
486.8	111.1								
486.9	108.1								
487.1	105								
487.3	104.3								
487.5	111.1								
487.5	111.9								
487.5	114.9								
487.7	123.2								
487.9	128.6								
488	131.6								
488	132.3								
488	133.1								
488.1	133.1								
488.2	133.1								
488.4	132.3								
488.6	129.3								
488.7	128.6								
488.7	127.8								
488.9	127								
489	129.3								
489.2	133.1								
489.3	137.7								
489.3	139.2								
489.4	140.7								
489.4	141.4								
489.5	143								
489.6	146.8								
489.7	155.1								
489.7	156.6								
489.7	161.2								
489.7	164.2								
489.8	174.8								
489.8	179.4								
489.8	180.1								
489.8	190								
489.8	196								
489.9	199.8								
489.9	199.8								
489.9	205.1								
489.9	208.9								
489.9	211.2								
489.9	211.2								
489.9	213.5								
490.4	212								
490.4	206.7								
490.4	205.9								
490.4	202.1								
490.5	197.6								
490.6	195.3								
490.6	191.5								
490.6	189.2								
490.7	186.9								
490.8	186.9								
490.8	183.2								
490.9	180.9								
490.9	177.8								
491.1	173.3								
491.2	168								
491.2	167.2								
491.3	173.3								
491.4	174.1								
491.4	179.4								
491.4	188.5								
491.5	193.8								
491.6	198.3								
491.6	199.1								
491.8	193.8								
491.8	185.4								
491.9	180.1								
491.9	178.6								
491.9	175.6								
491.9	170.3								
491.9	165								
492	158.1								
492	152.8								
492	144.5								
492	139.9								
492.1	127								
492.1	118.7								
492.1	111.1								
492.2	102.8								
492.3	95.2								
492.3	88.4								
492.3	77								
492.3	74.7								
492.3	64.9								
492.4	64.1								
492.4	57.3								
492.4	51.2								
492.5	48.9								
492.7	45.9								
492.8	42.9								
493.1	40.6								
493.2	39.1								
493.3	38.3								
493.6	37.6								
493.9	41.3								
494.1	45.9								
494.3	48.9								
494.3	49.7								
494.4	50.4								
494.6	51.2								
494.6	51.2								
494.8	57.3								
494.8	63.3								
494.9	70.9								
495	80.8								
495	92.9								
495	93.7								
495.1	100.5								
495.2	111.9								
495.2	121.7								
495.2	134.6								
495.3	144.5								
495.4	170.3								
495.4	172.5								
495.4	186.2								
495.4	195.3								
495.3	200.6								
495.4	205.9								
495.4	207.4								
495.4	211.2								
495.4	212								
478.9	208.9								
495.5	202.9								
495.4	208.9								
495.4	208.9								
495.8	209								
495.7	183.1								
495.7	151.9								
496	126								
496	125.2								
496	100.9								
496.1	81.1								
496.1	80.3								
496	65.1								
496	63.6								
496	55.2								
496.2	50.6								
496.2	49.1								
496.2	46.8								
496.3	42.3								
496.3	40.7								
496.4	40								
496.6	40								
496.6	40.7								
496.7	42.3								
496.8	43								
496.9	43								
497	43								
497.1	43								
497.1	43.8								
497.2	43								
497.2	41.5								
497.2	40								
497.3	40								
497.3	37.7								
497.4	35.4								
497.4	33.9								
497.5	32.4								
497.6	31.6								
497.6	30.1								
497.6	28.6								
497.6	28.6								
497.7	27								
497.7	26.3								
497.8	26.3								
497.8	26.3								
497.9	26.3								
498	26.3								
498.1	28.6								
498.1	30.1								
498.2	30.1								
498.3	30.1								
498.4	30.1								
498.5	28.6								
498.6	28.6								
498.6	28.6								
498.7	28.6								
498.8	27.8								
498.9	27								
499	26.3								
499.1	25.5								
499.2	24.8								
499.3	24								
499.5	23.2								
499.6	23.2								
499.8	23.2								
499.8	23.2								
499.9	22.5								
500.1	23.2								
500.2	25.5								
500.3	25.5								
500.4	25.5								
500.4	26.3								
500.5	27								
500.6	28.6								
500.1	21.7								
500.3	24.8								
500.4	24.8								
500.4	26.3								
500.5	27								
500.8	26.3								
500.8	24								
500.9	21								
501.1	20.2								
501.1	20.2								
501.2	21.7								
501.2	21.7								
501.3	24								
501.4	26.3								
501.4	27.8								
501.5	28.6								
501.5	30.9								
501.6	33.9								
501.7	33.9								
501.8	36.2								
501.8	31.6								
502	28.6								
502.1	26.3								
502.2	24.8								
502.3	27								
502.3	27.8								
502.4	27.8								
502.5	26.3								
502.6	24.8								
502.6	23.2								
502.8	22.5								
503	23.2								
503.2	26.3								
503.2	27								
503.2	27.8								
503.4	27.8								
503.5	25.5								
503.6	25.5								
503.6	24.8								
503.8	27								
503.9	29.3								
504.1	30.1								
504.1	29.3								
504.2	27								
504.3	25.5								
504.5	24.8								
504.6	24.8								
504.8	27								
504.8	27								
504.8	27								
505	25.5								
505.1	24								
505.3	24								
505.5	27.8								
505.5	27.8								
505.6	33.1								
505.6	41.5								
505.7	45.3								
505.8	56								
505.8	60.5								
505.8	64.3								
505.9	76.5								
506	90.2								
506	97.8								
506	103.2								
506.1	121.4								
506.1	122.2								
506.2	125.2								
506.2	135.9								
506.2	136.7								
506.3	147.3								
506.3	153.4								
506.3	158								
506.3	163.3								
506.2	166.3								
506.2	170.9								
506.3	173.2								
506.5	171.7								
506.5	170.9								
506.5	167.1								
506.6	164.1								
506.6	163.3								
506.7	159.5								
506.8	155.7								
507	150.4								
507	144.3								
507.1	138.2								
507.2	134.4								
507.4	128.3								
507.4	128.3								
507.5	124.5								
507.5	120.7								
507.5	120.7								
507.5	113.8								
507.5	107								
507.6	97.8								
507.6	91.7								
507.6	88.7								
507.7	80.3								
507.7	74.2								
507.9	73.5								
508	78.8								
508.1	87.9								
508.2	93.3								
508.2	103.9								
508.2	111.5								
508.2	116.9								
508.2	126								
508.2	126								
508.2	132.1								
508.2	140.5								
508.2	148.1								
508.4	154.2								
508.5	158								
508.6	166.3								
508.7	170.9								
508.7	170.9								
508.7	171.7								
508.8	168.6								
508.8	167.9								
508.9	166.3								
509	164.1								
509	163.3								
509.1	160.3								
509.3	155.7								
509.4	152.6								
509.5	149.6								
509.5	145								
509.5	141.2								
509.6	138.9								
509.6	135.9								
509.6	134.4								
509.6	132.1								
509.6	131.3								
509.7	127.5								
509.7	123								
509.8	121.4								
510	124.5								
510	129.8								
510	135.1								
510.1	140.5								
510.1	141.2								
510.1	142								
510.1	142								
510.2	137.4								
510.3	135.1								
510.3	133.6								
510.5	133.6								
510.7	135.1								
510.8	141.2								
510.8	149.6								
510.8	151.1								
510.8	154.2								
511	161								
511.1	167.9								
511.1	168.6								
511.2	177								
511.2	182.3								
511.3	184.6								
511.4	183.9								
511.6	177								
511.7	170.9								
511.8	166.3								
511.9	162.5								
512	158.7								
512.1	154.9								
512.1	154.2								
512.1	151.9								
512.2	149.6								
512.4	148.8								
512.5	149.6								
512.6	152.6								
512.6	153.4								
512.7	156.4								
512.9	161								
513.1	165.6								
513.2	166.3								
513.3	169.4								
513.3	168.6								
513.4	164.1								
513.5	161.8								
513.6	161								
513.8	162.5								
514	158.7								
514	157.2								
514	156.4								
514.1	154.9								
514.1	152.6								
514.1	149.6								
514.2	145.8								
514.2	142.7								
514.3	138.2								
514.3	134.4								
514.3	132.9								
514.3	129								
514.3	124.5								
514.3	123.7								
514.4	119.9								
514.5	117.6								
514.5	111.5								
514.4	103.9								
514.4	100.1								
514.4	99.4								
514.6	94.8								
514.6	97.1								
514.7	101.6								
514.8	106.2								
514.8	107								
515	107.7								
515.2	112.3								
515.2	113.8								
515.2	121.4								
515.2	122.2								
515.2	131.3								
515.2	135.9								
515.3	141.2								
515.3	147.3								
515.3	158								
515.3	161								
515.5	180.8								
515.5	181.6								
515.6	184.6								
515.7	184.6								
515.8	182.3								
516	178.5								
516.1	175.5								
516.1	170.9								
516.3	166.3								
516.4	162.5								
516.5	161.8								
516.6	159.5								
516.8	158								
516.8	158								
517	155.7								
517.1	153.4								
517.2	151.1								
517.2	145.8								
517.4	141.2								
517.4	137.4								
517.4	132.9								
517.5	131.3								
517.6	135.1								
517.6	137.4								
517.6	140.5								
517.6	140.5								
517.7	142.7								
517.9	145.8								
517.9	146.6								
518.1	148.8								
518.1	150.4								
518.1	151.1								
518.3	151.9								
518.4	150.4								
518.4	149.6								
518.5	147.3								
518.6	145.8								
518.6	145.8								
518.7	149.6								
518.8	151.1								
518.9	150.4								
518.9	149.6								
519	147.3								
519.1	145								
519.1	144.3								
519.3	141.2								
519.3	138.9								
519.5	138.2								
519.6	142.7								
519.6	146.6								
519.7	146.6								
519.8	145								
519.9	141.2								
519.9	138.2								
520	135.9								
520.1	132.9								
520.1	131.3								
520.1	129								
520.2	125.2								
520.2	124.5								
520.2	123								
520.3	126.8								
520.3	129.8								
520.3	133.6								
520.5	135.1								
520.6	139.7								
520.6	143.5								
520.6	148.8								
520.6	150.4								
520.6	151.9								
520.8	152.6								
520.9	152.6								
521	150.4								
521.1	151.1								
521.1	154.9								
521.2	157.2								
521.2	158.7								
521.2	159.5								
521.2	161								
521.3	164.8								
521.3	165.6								
521.4	170.2								
521.5	173.2								
521.5	174.7								
521.4	178.5								
521.4	180.8								
521.6	182.3								
521.7	182.3								
521.7	177								
521.8	174.7								
521.8	174.7								
522.1	172.4								
522.1	171.7								
522.1	167.1								
522.1	164.8								
522.2	162.5								
522.3	161.8								
522.4	164.8								
522.4	165.6								
522.5	165.6								
522.5	164.8								
522.6	164.8								
522.7	166.3								
522.8	166.3								
522.9	165.6								
522.9	164.8								
